,track_id,track_name,artist_id,artist_name,album_id,duration,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins
1850,7c6uCB2U5dKScIHG5JLjlL,Dakiti - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,2ymb9yWB8esa7eOaMCcypF,192000,9,0.845,0.5,4,-9.986,0.0908,0.314,0.135,0.11,0.0589,109.985,3.2
1851,4JEVsKUl7c8hjaT7lo8ykV,Bandido - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,2sljSnUHLH93ndYggxV4AZ,217857,8,0.6759999999999999,0.674,8,-4.566,0.0847,0.551,0.0,0.141,0.828,84.07600000000001,3.63095
1852,2DwozakmqUxOvq00oE5zAk,Bebe - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,5W5kva8GoKqpJ1NXoCGj0d,177139,4,0.884,0.5760000000000001,4,-5.135,0.0383,0.395,0.0,0.203,0.815,129.974,2.9523166666666665
1853,77UvdzTSoH3R63qwWzTuyF,Chica Ideal - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,2zkdbU6kkq8o9Q4NBtrPaK,171874,5,0.867,0.736,0,-4.825,0.1159999999999999,0.426,0.0,0.0972,0.619,96.041,2.8645666666666667
1854,0y26Ff3VXGN5t7QGE9qptE,Hawai - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,5TGdiLBvTddV4QV80LgT9g,193173,5,0.77,0.487,9,-5.876,0.1,0.718,0.0,0.363,0.7290000000000001,90.023,3.21955
1855,177xCKa4wrrIzl3XHKHnVL,La Noche De Anoche - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,5cbHUmdpe7HVmaHThQak6h,198452,4,0.8809999999999999,0.6709999999999999,7,-4.956,0.288,0.4,1.6100000000000002e-05,0.119,0.151,81.99700000000001,3.307533333333333
1856,5TGzBYImwuiIVe7TOM2Fdl,Head and Heart - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,79OxEmWJXtOK68bTMzqUK5,164603,43,0.902,0.705,8,-5.726,0.067,0.0347,0.000489,0.0336,0.8059999999999999,123.019,2.743383333333333
1857,2RpVmguWdUIf1YjeNmh1HH,Holiday - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,0EeuH6QTlcHxUpg0omrsrL,146060,8,0.8109999999999999,0.591,0,-7.239,0.122,0.022,0.0,0.206,0.69,151.955,2.434333333333333
1858,0AzxGgb9z6lxqTn1dYVm1o,Lonely - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,0BBZPRwxXY3qaKAaREqPCh,149148,9,0.613,0.251,11,-5.496,0.048,0.84,0.0,0.1169999999999999,0.19,80.711,2.4858
1859,0sSe74Hb2lvxZ3ifFZLh6c,My Ex's Best Friend - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,5NE1ufEfq1UDxSocJotRrd,138240,7,0.879,0.516,8,-5.231,0.0477,0.1889999999999999,0.0,0.159,0.486,124.99,2.304
1860,3FIYhrlGnSRAwiOj3Og0Qp,Save Your Tears,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,4vEBYQmvR4PsTCSlt8LDnc,215593,9,0.669,0.5770000000000001,4,-6.662999999999999,0.0274,0.215,4.25e-05,0.2769999999999999,0.257,117.977,3.5932166666666667
1861,2iaiZyVBLQMcJi6eZX6Iat,Afterglow,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,78mt1uuFuLPe54rBuMGiPB,178016,6,0.586,0.337,4,-6.909,0.0262,0.7809999999999999,5.93e-06,0.246,0.544,108.055,2.966933333333333
1862,7mTlYnI25SjKPvkSUZ4BI2,Anyone - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,37pLALUQpRwlIAqPQBqBaz,180000,10,0.81,0.308,2,-8.818999999999999,0.0376,0.324,0.000126,0.0986,0.461,115.922,3.0
1863,3f2yUwYWLPPQtYDTpb67xB,Be Like That - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,3dtjTf39QUT0ODg6mouLO6,189109,6,0.491,0.542,2,-8.219,0.4579999999999999,0.409,0.0,0.128,0.369,82.50399999999999,3.1518166666666665
1864,6ZUVNxRZL9l4EZs7sAG97g,Diamonds - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,5OMeCck1ersH6CADItXrcH,203076,8,0.743,0.541,10,-6.891,0.031,0.425,0.0,0.162,0.249,103.915,3.3846
1865,2UAGKcWpHF8XhatvsG0zNm,Monster - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,4YkLf46OmYnzpZXfrIwKp9,160856,7,0.745,0.336,2,-7.26,0.146,0.0603,0.000173,0.433,0.6629999999999999,146.056,2.6809333333333334
1866,6EKtPIcTar25onUhIL7J39,Put Your Records on - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,23IQLuQfDTR0hXZrgmj1ci,202336,15,0.481,0.3939999999999999,9,-8.757,0.0433,0.0169,0.00015,0.325,0.15,91.549,3.3722666666666665
1867,6rH7bCqsDyNobRYAwCx77J,Holy - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,1WAzhtjoSSn1LuMFGDac2e,211803,12,0.79,0.524,6,-8.092,0.184,0.406,0.0,0.0789,0.273,86.88799999999999,3.53005
1868,0PnnrftQSVbIm2By1lIn8r,Go Crazy - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,1KaMsksDYEekydiYxuZkjq,175146,14,0.877,0.524,7,-8.693999999999999,0.3289999999999999,0.1969999999999999,1.27e-06,0.158,0.278,93.993,2.9191
1869,5S0SiXYqlvlRCZaXe8wIOG,Mood - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,597CQ0S4V6lP4dg8lzXIXW,138564,24,0.815,0.4589999999999999,7,-10.084,0.0612,0.081,0.0,0.375,0.55,90.973,2.3094
1870,6mkDBCHrjQwiXk3ydGid3c,The Box - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,1Uk2wbr8GKPblync2wpF3N,201068,14,0.873,0.607,10,-5.212999999999999,0.0481,0.00419,0.0,0.246,0.299,117.026,3.3511333333333333
1871,3I1DIPr0XKna0OxwchGPer,Breaking Me - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,79fsurE1gcBu6gq0RIghLc,152950,14,0.83,0.675,8,-4.074,0.0762,0.0169,0.0,0.207,0.7240000000000001,122.016,2.549166666666667
1872,1QETLS9T336MVJssmDXUBP,One Margarita - Female Version,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,4ysSP9xMWbzuWBwBDwFGnM,190000,10,0.667,0.677,4,-7.462999999999999,0.055,0.207,0.0,0.072,0.422,89.801,3.1666666666666665
1873,3ddsPZJDcmdewn0MKmU6OL,Don't Be Suspicious,2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,5fn6lAP0WQyPYx3693tToY,112592,28,0.866,0.525,5,-11.023,0.3429999999999999,0.0176,0.0,0.0921,0.718,80.99,1.8765333333333332
1874,0obAABk0wVcIF0HzuXGOjD,Savage Love (Female),2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,03HuCjqhgOsa58EGfFP9HT,161600,26,0.653,0.7290000000000001,3,-4.552,0.192,0.318,1.91e-06,0.075,0.782,149.988,2.6933333333333334
1875,2axMcHQsK6LKIYKmpf9oc2,Someone You Loved (Female),2QO4BoS02IcWyEv7YAuk3g,Gill the ILL,76MOTDNtFdqADvClCd5NA8,165903,23,0.6890000000000001,0.532,1,-4.645,0.0295,0.8009999999999999,0.0,0.153,0.624,109.957,2.76505
1876,330VgzFnBWfswrYDujPrru,Drivers License (Dance Remix),2VKPAleFIMJop2TYK2r5qt,Remix Kingz,6nl27zqUY3Cchw1QyhJyB4,258750,27,0.763,0.5820000000000001,10,-8.916,0.0456,0.0393,0.00124,0.5329999999999999,0.4039999999999999,128.013,4.3125
1877,7wZNC9z6VmGxl8TgU06s5L,Wellerman (EDM Remix),2VKPAleFIMJop2TYK2r5qt,Remix Kingz,0T5H4wEwhawmQZUOBrbdhO,115200,53,0.862,0.841,0,-4.171,0.0464,0.168,0.0,0.3429999999999999,0.955,124.965,1.92
1880,3O0iUzCgryYsGihtEKCLtM,In the End (TikTok Dance),2VKPAleFIMJop2TYK2r5qt,Remix Kingz,5mtf6hNViXLCpTf3flwt1R,209133,38,0.647,0.493,7,-7.196000000000001,0.033,0.8079999999999999,0.000489,0.25,0.246,87.99799999999999,3.48555
1881,6ZplHRN9UPNBUJpa3k3iJR,You Broke Me First (Trap Remix),2VKPAleFIMJop2TYK2r5qt,Remix Kingz,6fk6sY7W4WN2LIH6AOXZvE,144857,44,0.8009999999999999,0.3879999999999999,1,-8.501,0.127,0.1119999999999999,1.99e-05,0.0952,0.133,140.015,2.414283333333333
1882,2axMCEsdQcEjI9SFHhMnaY,Hey Reporting Live It's Trap Bunny Bubbles (TikTok Dance),2VKPAleFIMJop2TYK2r5qt,Remix Kingz,1fJfap1jcdkxcHZOnZr9Wx,92288,30,0.904,0.76,11,-6.823,0.14,0.472,0.0279999999999999,0.28,0.727,135.915,1.5381333333333334
1883,4YzXkvRfIpibmdmzYhZJ0A,Wet,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,211142,4,0.556,0.5579999999999999,1,-7.805,0.0858,0.0768,0.0,0.109,0.193,128.002,3.519033333333333
1884,1PA6n63TLo6ZLyNnvtadGa,Tap In,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,135000,19,0.954,0.355,1,-10.333,0.1369999999999999,0.00403,0.0102,0.148,0.128,100.042,2.25
1885,1fH7nUtc9HeojEELaAhGzN,Lets Link,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,130000,3,0.789,0.591,11,-7.572,0.2239999999999999,0.0426,0.0,0.195,0.589,119.947,2.1666666666666665
1886,3Zvsr95w4mkSd9ygepHhBD,Hot Girl,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,176438,3,0.887,0.726,1,-4.595,0.19,0.0197,0.0,0.0824,0.71,92.993,2.940633333333333
1887,5s3ktQMlHyunU9YNfUzJtW,B.S.,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,170367,3,0.6890000000000001,0.599,8,-5.975,0.106,0.24,0.0,0.5,0.615,136.05100000000002,2.83945
1888,7MkS5q5UKp6E8epVV0b7Gl,Hot Girl Bummer,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,184874,15,0.537,0.511,6,-5.797999999999999,0.0599,0.0612,0.0,0.107,0.488,86.866,3.081233333333333
1889,7IIScoTAu82ixXdvim0J2d,Something New,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,178283,10,0.6729999999999999,0.647,10,-5.433,0.1889999999999999,0.257,0.0,0.622,0.7390000000000001,87.61399999999999,2.9713833333333333
1890,7KgJl96xXEbMfIpBo7jcMa,Death Bed,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,173020,5,0.848,0.482,0,-5.455,0.326,0.7909999999999999,4.92e-06,0.163,0.624,72.002,2.8836666666666666
1891,5a7bTaWiIrg58EBthwk5ky,Sunday Best,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,138610,10,0.7490000000000001,0.68,2,-7.138,0.0375,0.239,0.0,0.34,0.858,111.842,2.3101666666666665
1892,6pbPXSeAHsNrQeCbS0D9FS,Supalonely,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,209777,3,0.877,0.5760000000000001,2,-7.522,0.0758,0.0848,0.0,0.163,0.767,128.953,3.4962833333333334
1893,1LIEz5nxYCgHzYexYn7Q79,Moral of the Story,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,181979,3,0.585,0.4039999999999999,10,-8.297,0.0414,0.821,0.0,0.271,0.642,120.395,3.032983333333333
1894,1NRIL9TAQ7IluNaZeG717E,Like That,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,105283,11,0.88,0.516,4,-5.22,0.0936,0.2319999999999999,0.0,0.526,0.8170000000000001,105.952,1.7547166666666667
1895,1PRTZfMSNwVQOD8SOLu217,She Gon Go,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,105000,10,0.8270000000000001,0.794,10,-4.134,0.0394,0.00198,0.0,0.127,0.705,104.084,1.75
1896,1eKnlLDP20KSk9stiHMZZT,Say So,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,173018,11,0.901,0.647,9,-3.884,0.0369,0.0159,0.0,0.355,0.922,110.964,2.883633333333333
1897,20Ul2Qut2KcQmzUI2KCVI3,Stupid Love,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,87738,2,0.804,0.5660000000000001,8,-3.786,0.0479,0.000554,7.51e-06,0.0748,0.632,117.954,1.4623
1898,27i47r2c0XfXWzOvJgtYs9,Burnin' It Down,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,216435,2,0.581,0.6609999999999999,6,-7.225,0.0479,0.522,0.0,0.0998,0.574,135.83,3.60725
1899,60xOb6vCdoAoburfA58DQv,Shut Up,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,150913,2,0.757,0.6509999999999999,8,-4.092,0.246,0.221,0.0,0.272,0.376,129.981,2.515216666666667
1900,1DOFe1unT2B2apCdCfK82C,Heartless,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,6SPsdPscYln3ZQVvbfHOsK,175985,2,0.667,0.636,1,-5.386,0.226,0.4029999999999999,0.0,0.5920000000000001,0.353,84.977,2.9330833333333333
1901,4uA6qgaIavdymGSnqndPCi,Blinding Lights,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,24Re0HkL7JViPjBAKyxunw,158011,3,0.649,0.561,10,-4.843999999999999,0.0405,0.435,0.0,0.0622,0.861,171.02,2.6335166666666665
1902,4jfwcPFQRmdJAbMTV0EiNE,In My Feelings,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,24Re0HkL7JViPjBAKyxunw,179340,6,0.885,0.853,1,-4.556,0.254,0.0475,5.57e-06,0.1009999999999999,0.855,91.027,2.989
1903,4yP1wyQPIaHBj7A6JqLMXe,Pump It Up,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,24Re0HkL7JViPjBAKyxunw,133953,19,0.983,0.8690000000000001,6,-6.767,0.258,0.0456,0.0,0.266,0.853,129.025,2.23255
1904,4Rnc88EZy1SkFq8v96JwDK,Juicy,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,24Re0HkL7JViPjBAKyxunw,183529,4,0.833,0.736,2,-4.4510000000000005,0.155,0.0401,0.0,0.475,0.425,169.988,3.0588166666666665
1905,3u765WXi1KoAwo22ZjLLOy,Yummy,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,24Re0HkL7JViPjBAKyxunw,186523,3,0.753,0.42,5,-5.912999999999999,0.0864,0.775,0.0,0.171,0.309,145.899,3.1087166666666666
1906,264h2v3dRkKItrYb2jPwZJ,Boyfriend,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,24Re0HkL7JViPjBAKyxunw,172953,6,0.77,0.835,10,-0.2689999999999999,0.128,0.0317,0.0,0.3339999999999999,0.706,95.018,2.88255
1907,3SHtwMGiFNDsnnaDFMcQRs,Look at Her Now,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,24Re0HkL7JViPjBAKyxunw,153235,1,0.57,0.5870000000000001,6,-4.23,0.147,0.000914,0.0113,0.103,0.3389999999999999,151.997,2.553916666666667
1908,1eUqtvVtDQ9VZLPRJ4QHwF,Bad to You,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,24Re0HkL7JViPjBAKyxunw,156461,2,0.779,0.476,10,-7.206,0.0602,0.00765,5.81e-05,0.2269999999999999,0.256,148.05200000000002,2.607683333333333
1909,2lP2ApZO6poujjIkEGbVHo,Heartless,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,24Re0HkL7JViPjBAKyxunw,147027,2,0.8759999999999999,0.574,1,-5.1080000000000005,0.0397,0.181,0.0,0.177,0.291,110.925,2.45045
1910,1uahhgoS8Wq8JrG0Sb6ynI,All Dat,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,24Re0HkL7JViPjBAKyxunw,139333,2,0.69,0.813,2,-0.6,0.311,0.0084599999999999,0.0,0.315,0.471,180.202,2.322216666666667
1911,1lRs4mEXiD8XdhILG5as6l,Memories,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,24Re0HkL7JViPjBAKyxunw,174257,3,0.785,0.341,11,-9.891,0.0584,0.389,0.0,0.17,0.574,91.058,2.9042833333333333
1912,0tYRkxJTr1qQdDwW7SSo2f,Feelings,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,24Re0HkL7JViPjBAKyxunw,161504,2,0.835,0.452,9,-6.837000000000001,0.0325,0.0805,0.0,0.0774,0.7340000000000001,103.004,2.691733333333333
1913,35ZAoTeRzzw05x72Da5tmK,Rules,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,24Re0HkL7JViPjBAKyxunw,173359,2,0.662,0.745,7,-5.207999999999999,0.067,0.038,0.0,0.108,0.818,144.165,2.8893166666666668
1914,2IePQ0BFDbKUR80xjoWEdo,Lose You to Love Me,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,24Re0HkL7JViPjBAKyxunw,188713,12,0.415,0.317,4,-5.547999999999999,0.0364,0.222,0.0,0.369,0.0435,89.89299999999999,3.1452166666666668
1915,5HPSzLuKdwg500V5hWXlm0,The Woo,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,1bOwFAO482hQh9S7AmsjFs,192000,28,0.7879999999999999,0.5660000000000001,7,-6.955,0.214,0.078,0.0,0.271,0.292,100.046,3.2
1916,5dn5pEI5mqqDFrcTgQjrOP,Come & Go,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,1bOwFAO482hQh9S7AmsjFs,201931,37,0.726,0.7829999999999999,2,-3.035,0.0354,0.0413,0.0,0.141,0.517,144.99,3.3655166666666667
1917,0OYoXKL7O8RiKCFWrXjjGq,Haha,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,1bOwFAO482hQh9S7AmsjFs,74485,9,0.8270000000000001,0.653,1,-3.664,0.316,0.0905,0.0,0.0539,0.802,78.051,1.2414166666666666
1918,24mmzsJ4jbfATynXdFwI0V,Savage Love,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,1bOwFAO482hQh9S7AmsjFs,155200,31,0.7070000000000001,0.61,3,-3.512,0.0969999999999999,0.322,0.0,0.308,0.933,105.178,2.5866666666666664
1919,6pFmdZbTkHbMQWzIMLuK3V,Whip out the Stick,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,1bOwFAO482hQh9S7AmsjFs,69705,7,0.826,0.513,0,-7.558,0.256,0.175,0.0,0.175,0.8859999999999999,135.938,1.16175
1920,5jOHEEgnPkg2Q6341Rs8At,Wasabi,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,1bOwFAO482hQh9S7AmsjFs,141008,8,0.815,0.6509999999999999,2,-6.121,0.037,0.0343,0.0389,0.375,0.8540000000000001,118.989,2.3501333333333334
1921,7s07VlIMzKQNj2usIg2HI3,King's Dead,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,1bOwFAO482hQh9S7AmsjFs,141051,7,0.8240000000000001,0.703,10,-7.451,0.146,0.0975,0.0,0.0832,0.812,163.975,2.35085
1922,6lrMGCHF3lZYmgBuLlHLTO,Savage,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,1bOwFAO482hQh9S7AmsjFs,131486,32,0.8959999999999999,0.5820000000000001,4,-8.288,0.223,0.0331,0.0,0.123,0.802,84.525,2.1914333333333333
1923,4Ux8f8lz8a5r0MSRL7EO1H,Someone You Loved,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,1bOwFAO482hQh9S7AmsjFs,165903,13,0.66,0.5529999999999999,1,-4.694,0.0287,0.611,0.0,0.183,0.7240000000000001,109.913,2.76505
1924,2JAUoX8OsK8KZxiQ64wHhD,My Truck,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,1bOwFAO482hQh9S7AmsjFs,156377,41,0.7879999999999999,0.579,9,-3.389,0.0487,0.237,0.0,0.367,0.6990000000000001,136.987,2.6062833333333333
1925,1ob9fWAoPWDzkgT0J2js5u,LMK,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,1bOwFAO482hQh9S7AmsjFs,156590,10,0.8540000000000001,0.46,6,-6.247999999999999,0.0343,0.2239999999999999,9.4e-06,0.095,0.433,122.96,2.609833333333333
1926,0FmC0xAJnMKyFBJi2L4cLn,Cannibal,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,1bOwFAO482hQh9S7AmsjFs,185706,11,0.738,0.601,5,-5.07,0.0658,0.000802,0.00168,0.2269999999999999,0.703,130.001,3.0951
1927,4XSHtCeHWwIoWIoK82xS8S,Mad at Disney,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,136853,25,0.903,0.519,9,-6.256,0.0906,0.203,0.0,0.3429999999999999,0.679,113.983,2.280883333333333
1928,0Cx6Irm9zkHYicIe7XkW1K,Hood Baby,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,92380,10,0.953,0.373,2,-11.593,0.408,0.262,0.0,0.667,0.807,126.04,1.5396666666666667
1929,6pbnZMCYRlogyirIF4t9SW,Mood,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,138564,8,0.821,0.506,5,-9.49,0.0637,0.0327,0.0,0.24,0.499,90.985,2.3094
1930,0GpjYoJ5xfDfu5eeTYYUJs,Fireflies,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,221465,7,0.6679999999999999,0.419,3,-8.638,0.0442,0.297,0.0,0.0912,0.424,90.222,3.691083333333333
1931,2vZgNmGKxQ0z5NonJf2c2p,Never Met!,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,120750,30,0.7340000000000001,0.778,6,-5.587000000000001,0.0909,0.0344,0.0,0.154,0.805,159.85399999999998,2.0125
1932,1YDkISaWWoUw0wNM6khVxV,Girls in the Hood,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,150666,4,0.893,0.495,5,-9.438,0.292,0.0291,0.0,0.237,0.722,90.038,2.5111
1933,3dvyp3uojuguRU5CHUMG5m,Mood Swings,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,200867,7,0.6409999999999999,0.586,10,-7.536,0.314,0.18,0.0,0.096,0.429,180.041,3.3477833333333336
1934,1tPOoWtLktuc8iHB9NdrK0,Surrender,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,159310,5,0.485,0.2789999999999999,5,-7.862999999999999,0.0345,0.857,0.000131,0.12,0.121,116.004,2.6551666666666667
1935,6yu8i6khq5OIylfGHgaHiu,Life's a Mess,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,201398,3,0.593,0.59,1,-5.22,0.0377,0.3379999999999999,0.0,0.32,0.264,142.999,3.3566333333333334
1936,5HS2kgWgV8qnpb2g4eSH61,More Happy,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,136633,3,0.95,0.597,0,-7.478,0.133,0.0289,1.91e-06,0.126,0.812,101.003,2.2772166666666664
1937,6gPeADraAKH7ner3ml6ItJ,Rags2Riches,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,114915,2,0.906,0.484,8,-8.558,0.0752,0.163,0.0,0.0912,0.611,117.962,1.91525
1938,3SsOLOPZaaJwM1atQcSBmd,Hatchback,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,135889,4,0.7490000000000001,0.8420000000000001,0,-4.742,0.103,0.0664,0.0,0.3329999999999999,0.539,78.02,2.2648166666666665
1939,4QzvO33yN6pCMPycaD6gfq,Cars with the Boom,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,214842,22,0.902,0.7659999999999999,7,-6.834,0.132,0.00455,2.22e-06,0.0583,0.8959999999999999,119.024,3.5807
1940,48PjgwJ5lunBHc9XGrvxVm,Kream,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,146199,4,0.9,0.441,0,-6.638999999999999,0.1669999999999999,0.00971,0.0,0.11,0.42,86.986,2.43665
1941,1USBCzIHpMwvs64GECnMbO,Tell Me U Luv Me,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,135937,1,0.728,0.5720000000000001,7,-5.457999999999999,0.0441,0.0045899999999999,0.0,0.477,0.226,127.901,2.265616666666667
1942,4ZbIzBmWYLvb0Chq8rFCJo,Me Vs Me,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,163053,2,0.847,0.691,1,-6.174,0.18,0.0464,0.0,0.319,0.436,131.126,2.71755
1943,1sKgKgGdLM4QMxGh96Js7V,Party Girl,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,118692,10,0.764,0.623,1,-8.847999999999999,0.0784,0.0755,0.0,0.268,0.762,129.961,1.9782
1944,5NHrp7xuuBVlJYiaVaDCIV,Be Kind,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,165272,3,0.657,0.574,4,-3.587,0.0302,0.00355,0.0,0.1939999999999999,0.148,94.105,2.7545333333333333
1945,4OPtowSO6UmMvpjFbrW4MU,Play Date,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,154838,4,0.77,0.57,5,-8.459,0.0607,0.166,0.0,0.1989999999999999,0.358,123.938,2.580633333333333
1946,5LfgwShyFFv00qLpMULyyn,After Party,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2Thk8rc2zMVBlltdWGvh01,153680,12,0.68,0.705,4,-6.499,0.0525,0.0206,0.0,0.152,0.893,81.476,2.561333333333333
