,track_id,track_name,artist_id,artist_name,album_id,duration,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins
3811,18Ow2wSCiaWmFvbIB6y7u7,The Dance Song,2HXfSr5CfTPZbcqS2gyGYm,Yung Raja,0fy2dWDswPBVlqltKc4RuQ,175687,38,0.877,0.583,9,-4.34,0.0692,0.276,0.00114,0.0856,0.759,111.973,2.9281166666666665
3812,7yws3pF3FFguwT2Psi6c15,Do You Remember,4pADjHPWyrlAF0FA7joK2H,Jay Sean,3v0AeWgJPrdPPZGt1tS2s0,210306,52,0.855,0.6679999999999999,11,-4.892,0.0644,0.0242,0.0,0.102,0.8029999999999999,125.846,3.5051
3813,6YUUQapDEqBF1yP3iHlsut,Insomnia,2JyWXPbkqI5ZJa3gwqVa0c,Craig David,1YI5yNJkzhBpN0BoK9AO4B,207306,56,0.62,0.884,1,-4.127,0.0441,0.00595,1.1e-06,0.201,0.594,125.39,3.4551
3814,5k5fWendNngd89O8JKoE8L,Better When I'm Dancin',6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,6C2AXbI5gZZ0eEFEQY83yH,176266,75,0.7559999999999999,0.789,2,-7.002000000000001,0.0324,0.53,0.000711,0.157,0.873,127.987,2.937766666666666
3816,33PqZiAyVTGfHDHpNW7IJ9,Glow,6qjhYs5KNSoSU6fNJqDGIo,Sanjoy,1DOBkb9PSF4iezG69GEQmn,219897,44,0.812,0.748,1,-5.055,0.0547,0.0272,0.00237,0.0926,0.348,119.991,3.66495
3817,6UKFMChLwo4TSY1qXEAd5t,"oh no, oh no, oh no no no",1wGShPr9w3PuMHqowhVqp3,qtpie,1EC2NvRYoPIxPMCL4Iam4N,172151,2,0.8,0.327,0,-4.497,0.0269,0.0131,0.775,0.114,0.22,88.016,2.8691833333333334
3818,3wwsvLt8H5dxyqHVnmkhjc,Pajama Party Tok,3ddoKvWVNLOKA3Nq54n5Nk,Jastefy,4B7vhVykXOhClN4SOl1PQq,294736,40,0.765,0.6509999999999999,11,-9.633,0.125,0.0814,9.66e-06,0.3289999999999999,0.7809999999999999,96.799,4.912266666666667
3823,3YaRY9vbpnggTArCdGVXnS,Past Lives,4bGPjihFEUsxf9LPn1epOv,Martin Arteta,1tCQC9HuRvujLuSe2sgf2S,134544,62,0.723,0.131,3,-17.076,0.0353,0.922,0.0256,0.0775,0.16,116.049,2.2424
3824,2V1oneSeRhiORKGq6i2cCa,Close To You,0lHoDF96DNKSIcIpcOfMnq,Whigfield,024sl8R7bYLjUvx5iikxP9,293799,48,0.693,0.8320000000000001,11,-6.117000000000001,0.0319,0.0227,0.00613,0.0928,0.583,101.986,4.89665
3825,4ai7c2BUjNpElhZdZDH7qF,Dahil Sa'Yo,0XOSmu9Qn1agQULUVe0dAK,Inigo Pascual,7dT7OfZcmX7HjE8EBqehEF,211200,53,0.764,0.894,0,-2.892,0.0327,0.2269999999999999,0.0,0.0906,0.963,99.986,3.52
3828,5nRKaef6cLaGeI14OhxS6I,Apollo!,4PfKPdq8QEgcerLwGApWIp,EGOVERT,4yA1nc85GPWQuVUq4uYzoS,155742,44,0.779,0.563,0,-9.488,0.376,0.0564,0.0,0.183,0.504,184.904,2.5957
3835,3OBSe1TgT7aRVVIj2Lq9Jq,Myself,6RDFXkWzNCRaw7yGhJ5Vp7,Luki,1Ba8VsX2A6K0oTZaFhtCTZ,142314,9,0.6759999999999999,0.494,7,-11.291,0.0644,0.728,8.27e-05,0.0998,0.3379999999999999,80.984,2.3719
3836,1li2UA33w6LQcVXt4Di5UA,Witch Doctor - Radio Mix,6eKJWEzLZq8jZix8hdYsv4,Cartoons,0lKry7c7VLzsx4dD0DXSiI,186560,57,0.873,0.942,0,-6.398,0.0466,0.0839,7.85e-05,0.233,0.97,136.035,3.1093333333333333
3837,29ZnkwiHHKL5wm95vZ2BId,Bagaikan Langit - Remix Version,3yRNoZZuzU5TC7uwOxd7cL,Putih Abu-Abu,6rHEheeOvRQ1CFxGQBhYhP,190838,40,0.7440000000000001,0.75,11,-6.973,0.0401,0.6,4.08e-05,0.236,0.8740000000000001,154.999,3.180633333333333
3839,400HuEeBDaTZSotSb1WJeI,Hands in the Fire,5344K3N7rx7kw1HjO8psuq,James Carter,6YdKQ0eOvhYNHZElEnxSjy,176842,0,0.732,0.821,6,-4.821000000000001,0.0489,0.0317,0.000364,0.414,0.306,94.997,2.9473666666666665
3846,78htI5S1AnKuHLbLcEQUZX,Malibu,6UOuE1nAKdvop4bKkJyHt1,The Paper Flowers,1A8GkmOZjEAFhRg2k5EMKT,227630,12,0.555,0.765,4,-7.615,0.0295,0.0251,0.0134,0.307,0.888,147.998,3.793833333333333
3847,5xM801uXVrqhUb0PzeSLvJ,Cha Cha Slide,4KKEvADkhfVx3BpYJyezZr,Mr. C,2NDVzq03rBkB6qAez0vMY8,222080,2,0.8540000000000001,0.903,11,-6.821000000000001,0.147,0.0423,0.00576,0.316,0.8140000000000001,131.02,3.701333333333333
3857,6Rb0ptOEjBjPPQUlQtQGbL,Hotel Room Service,0TnOYISbd1XYRBk9myaseg,Pitbull,00zN65JStpVnpJn9ckMsQI,237640,72,0.851,0.629,1,-8.385,0.175,0.00705,0.000372,0.0746,0.789,125.984,3.9606666666666666
3858,5mMyuYMNDyOx9eRfKkEwyV,Corona Virus,2Z6xTM6gO15YXn8qc7f8aT,LIL NIX,67M1fqtlWnyo709qjSfV6w,133093,0,0.784,0.3829999999999999,8,-15.261,0.372,0.272,1.28e-05,0.485,0.866,74.956,2.2182166666666667
3865,5NXhhe8EShJ11C5pV49h10,Oops (Baby I Love You),104MEXVEEi3z2fwWYiln5D,Aria X,0kg3PtFodSZVY8Fn1GFYoR,219829,32,0.941,0.4679999999999999,2,-7.205,0.0446,0.855,7.979999999999999e-05,0.0873,0.943,104.995,3.6638166666666665
3866,4Pbg79cTBu4vgSphoyNq3j,2002,1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,6oSxSPOg7Kuitjt2zwP7sU,186986,70,0.6970000000000001,0.6829999999999999,1,-2.881,0.1169999999999999,0.0372,0.0,0.1369999999999999,0.603,96.133,3.116433333333333
3867,4MflGTO2ZTcSQ12bWcyRgI,"Honey, I'm Good.",2oX42qP5ineK3hrhBECLmj,Andy Grammer,0XUNG1cssmwHh22loRqKdJ,199263,72,0.752,0.775,9,-7.289,0.0546,0.0324,0.0,0.351,0.595,122.014,3.32105
3869,470BH6wknYwwjRogz6qpUK,The Spanish Cha Cha,7eOahDEaBTdUSDNRBAhxP7,B Free TMT,4NJOR7eoe6IbyJjv5eNsx5,99375,2,0.758,0.847,5,-5.9,0.166,0.0119,4.08e-05,0.128,0.345,127.927,1.65625
3870,1ym6oTTnB6yK8qXN6Y0ln8,Art To Love Me,0Dt97GvTO4dxdBYqyxLwLY,Lilianna Wilde,4qQcLjMq1dBAjwGTCs3nTR,144387,15,0.753,0.306,0,-13.737,0.113,0.326,0.0009369999999999,0.2339999999999999,0.537,151.07299999999998,2.40645
3871,6BBcBnaEnxVYCojcVhGrMF,Take Out,2XlVCcDA8O6Zkzb1DjvB3D,FreshDuzIt,4EuX9AXVE0sNUvHLRLJOr9,206658,15,0.909,0.401,1,-7.027,0.325,0.0132,0.0,0.105,0.5770000000000001,139.96200000000002,3.4443
3874,2oENJa1T33GJ0w8dC167G4,Fire Burning,6S0dmVVn4udvppDhZIWxCr,Sean Kingston,33YSJfsBkjN3yqcq18bdRi,239986,71,0.8390000000000001,0.804,1,-2.513,0.0329,0.0192,0.0,0.331,0.888,122.973,3.9997666666666665
3875,2fQxE0jVrjNMT9oJAXtSJR,Domino,2gsggkzM5R49q6jpPvazou,Jessie J,0BZbTNqpXFg6lxNv78X7Lp,231840,74,0.758,0.557,7,-4.5680000000000005,0.034,0.0117,0.0,0.0418,0.7809999999999999,126.986,3.864
3876,0jGIMIyoRaZPx9tuO69Kvb,Rebel,67YZ3dlerNxiIKCtrTMFLj,Zum,4bwzaSm0GBbWeZUSEp8jVW,135882,64,0.7979999999999999,0.741,7,-4.868,0.129,0.62,0.0,0.304,0.8859999999999999,101.961,2.2647
3877,1TlpbpfYVARNDAafsXN217,Date Ur Fada,3cm6Zb6gWgbshGkhl1xHYd,Ebony,0r8AZhfYrvL5koMaR2ykhP,215693,54,0.895,0.657,2,-5.892,0.0683,0.255,0.0,0.2769999999999999,0.929,105.1,3.594883333333333
3878,6i6fnhgCv3zvpZAHtBDDvj,Do Dat (Tik Tok Resume),7IPE7yIAIimkShwBF2C9ja,Semme,2WHlUKv7wht2TRbgyvFwgh,110704,49,0.923,0.439,0,-8.394,0.0751,0.00577,0.0,0.0612,0.335,142.006,1.8450666666666664
3879,6b3b7lILUJqXcp6w9wNQSm,Cheap Thrills (feat. Sean Paul),5WUlDfRSoLAfcVSX1WnrxN,Sia,4BTlXiDFjyJfpHjR7jlEJo,224813,69,0.5920000000000001,0.8,6,-4.931,0.215,0.0561,2.01e-06,0.0775,0.728,89.97200000000001,3.746883333333333
3880,2xRGPubKBTHX6iyrpQvtCy,Wet The Bed (feat. Ludacris),7bXgB6jMjp9ATFy66eO08Z,Chris Brown,6df0qvkMXoyHGt9J8cujZb,266306,61,0.58,0.66,6,-7.405,0.0429,0.0166,0.0,0.174,0.411,123.801,4.438433333333333
3881,3LN41NUdHkyNqQhi9gExMm,Hypnotized (feat. Akon),3jksrX4oBklxR78ft8gv3j,Plies,3NoUdjYUcUuRMpOzyapnYW,188493,67,0.84,0.5710000000000001,10,-7.421,0.0797,0.16,0.0,0.406,0.617,116.59,3.14155
3890,1QvRcHM4BULobgQNnWny35,When I Look At You,5kDgW6kFF2iGCDuEkd7hNs,Alex Edmonds,6n5QPuGF6Z1uu01S61voAL,245761,41,0.515,0.484,6,-4.925,0.0277,0.124,0.0,0.12,0.218,137.937,4.096016666666666
3891,1ZLrDPgR7mvuTco3rQK8Pk,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,72nLe76yBFSlP6VBzME358,SHAUN,13aeLAMXve4Jxd8mNKu068,192452,75,0.737,0.747,10,-4.8180000000000005,0.0323,0.2689999999999999,0.0,0.2189999999999999,0.447,105.943,3.207533333333333
3892,2KIm09Qg1riVQAhAFeLCY6,summertime,3dTzeO0QCd86cXSgQ04Y3r,Rainych,4pPaZLWssuXZim0kzkWTxa,272937,49,0.7140000000000001,0.68,5,-8.865,0.0302,0.204,4.52e-05,0.195,0.741,132.007,4.54895
3893,0iw0EuzmMKMYvZuQYW8DBA,Beautiful Scars,2Q9c6ETFOkDDTy53U7DIgr,Maximillian,7BlA5zKQZfCcyUIe7lfdSs,194757,0,0.7,0.457,7,-8.667,0.0621,0.369,0.0,0.106,0.433,144.905,3.24595
3894,0y8Wf6ltWpGCpgqVa21QNX,After the Afterparty (feat. Lil Yachty),25uiPmTg16RbhZWAqwLBy5,Charli XCX,4Txd0wc4WAgnoxXx0SLAlw,219480,56,0.653,0.794,7,-3.828,0.0894,0.121,0.0,0.365,0.645,93.008,3.658
3902,5n0RY0Rmjbi7X4JBzsnF81,Sa Mau Koi Ko Mau Dia,6VqcklbRxWexUybtk1Tzx6,Xb Gang,5RKhAQxfx2wiILePlLklSg,181138,0,0.857,0.547,6,-12.383,0.0403,0.0878,0.0196,0.0288,0.972,130.001,3.0189666666666666
3903,15iosIuxC3C53BgsM5Uggs,All Night,1VBflYyxBhnDc9uVib98rw,Icona Pop,59ZxtwIOD1wowkNvVHXqtP,187026,61,0.6,0.905,1,-3.41,0.0357,0.00274,0.0,0.831,0.636,124.032,3.1171
3905,4VUwkH455At9kENOfzTqmF,Beautiful (feat. Camila Cabello),4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,6hCR3zQtRH0IgookOYt771,180000,75,0.638,0.7170000000000001,2,-4.722,0.0337,0.346,0.0,0.105,0.249,100.027,3.0
3910,5bt5mhA34P1Dncbik5EGeJ,Build Me Up Buttercup,0ijXDXPqvo3fzBrGpVjpV4,Lara Anderson,75pu09lJh763j3ymMi9Fn5,175560,58,0.607,0.1669999999999999,0,-13.007,0.0902,0.885,0.0,0.165,0.469,122.627,2.926
3911,1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,0uGk2czvcpWQA383Im6ajf,Maggie Lindemann,1XYA8eDvomdYTbQBzk0jT1,193613,76,0.703,0.868,7,-4.6610000000000005,0.0291,0.15,0.132,0.104,0.733,121.03,3.2268833333333333
3915,1oIdcFtf58sZbS7QyZQJ2P,Run Free,12rBrcOPP50qIan8ew4iTP,Deep Chills,37QAucQUcm3aCvRLxjtwKj,170562,64,0.727,0.69,7,-4.559,0.0345,0.2019999999999999,3.27e-06,0.414,0.6990000000000001,100.002,2.8427
3916,3vvvVeh0CDDJObHWhwISE6,Banana (feat. Shaggy) - DJ FLe - Minisiren Remix,7vPGzgDg3qGUY5bWtrO3K4,Conkarah,25bFn6bdjPDkJh07C6atSX,210328,0,0.8240000000000001,0.8540000000000001,8,-5.312,0.177,0.016,4.95e-05,0.1169999999999999,0.8959999999999999,95.114,3.5054666666666665
3917,1Fj6XOXzgYHGne38kf9ttB,Say Meow Meow - 歌曲《學貓叫》英文版,0hP7lKMgHHuXcFgSX1T25m,CELINE,6hTGaZYUVZ1eXkG6EowJ5L,241146,40,0.7909999999999999,0.846,6,-2.393,0.0345,0.2769999999999999,0.0,0.0977,0.813,114.982,4.0191
3918,58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,4qIVPF0s71ZYW3qzhu5GkF,Kina,0MGcjBIFcL2qaCrgGjIGFb,187931,80,0.522,0.128,4,-18.717,0.0357,0.894,0.026,0.0941,0.124,109.986,3.1321833333333333
3919,4TllvUXS5Nih8ZggtcJa4g,Wip Wup,49FdObF7CNlFtyAv0i6FBz,Vanfire,5uLgF4OnFDZ5zmw8aXcc9h,308963,21,0.82,0.928,7,-5.452999999999999,0.0453,0.132,0.457,0.192,0.866,132.0,5.149383333333334
3920,1iZpjmN0zO7Ui83cLJVtkO,"I Like You So Much, You'll Know It",6KZL22Io61OAjmyPw2tPor,Willy Anggawinata,2ypMdOyTrMps0tlWP4jRek,235000,46,0.679,0.321,9,-8.455,0.0274,0.8440000000000001,0.0,0.281,0.675,107.938,3.9166666666666665
3921,0DeDxeSGIcWO4WPU3QkNFi,Cream n' Frosting,4wGT7z6uSZfL2KdmUtG8d6,Sabby Sousa,5iDQIhef18MvxdX15uY9qf,216000,44,0.804,0.303,2,-10.261,0.0592,0.175,0.0,0.105,0.332,110.033,3.6
3923,61TeDC9mJs9SD7TxKDwAWE,Nice to Nice to Know You Let's Do It Again,1IsT0svDOuLxTGUypINQlw,Jenny Jewel,4gbbJajg5OY7DLdjv2KIml,207333,39,0.72,0.6659999999999999,5,-6.084,0.0497,0.0275,2.12e-06,0.102,0.519,95.995,3.45555
3924,27dtcjTLGUeR9mw1cwF6mn,Tie Me Down (with Elley Duhé) - Steve Aoki Remix,2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,05Add8AL8U4XqpZIfSm7UT,189818,51,0.715,0.7879999999999999,6,-4.271,0.066,0.0874,0.0,0.195,0.372,110.041,3.1636333333333333
3925,2wNL7JOVF4Ir2AxJZxWFs3,Oh na na,6vZKj9U4vIetFGznCpxVN5,Karl Wine,4KOEG1QZaS97gUD1iBYPgY,139505,42,0.787,0.386,0,-13.036,0.0632,0.296,1.01e-06,0.0819,0.8290000000000001,105.077,2.325083333333333
3927,50x8pt9ZLSXqd3dF3YJYqm,All I Ever Need,04abdnqPQe2N4fjztDea6z,Austin Mahone,6Q3CiYbHprUGa21JPWuPjJ,213680,0,0.7040000000000001,0.609,11,-6.158,0.0304,0.104,0.0,0.1119999999999999,0.706,129.945,3.561333333333333
3928,7gj7UTufJDTQWuEPHHpvFr,Love Story Remix (I Love You) [TikTok Dance],2LiS7gJzbN1cv22Fxg6wng,DJ Gotta,3gmeEPva9FLkvammyjn8Wu,176743,60,0.863,0.622,9,-5.159,0.0347,0.368,2.78e-05,0.2339999999999999,0.564,127.931,2.9457166666666668
3943,1iEUhKgyGjOAl28NG0NdyC,Walang Iba Pero Di Na Ikaw,5PoQbQpAqs29uohdM1TwBc,JenCee,5Ck2ggEJuK7lNMZMJ7Dy1x,356963,35,0.586,0.5820000000000001,0,-8.259,0.0259,0.4579999999999999,0.000722,0.13,0.1169999999999999,129.993,5.9493833333333335
3944,75ukqM69MyoSNQl3RvgQx3,Get Busy,3Isy6kedDrgPYoTS1dazA9,Sean Paul,6urpzlMYB7YeEPvnX3BunW,211520,6,0.735,0.846,10,-3.11,0.0355,0.598,0.0,0.108,0.725,100.197,3.525333333333333
3947,7cVmKBwzPsh4Fmb6SplfEm,"Lean Wit It, Rock Wit It",0VKTLKamj4IH8OfQbUL0kq,Dem Franchize Boyz,0e0ks1xlvQBOsC3Gsw2EgA,229813,60,0.8859999999999999,0.62,5,-5.854,0.307,0.0819999999999999,0.0,0.1,0.6,76.035,3.830216666666667
3948,3mRLHiSHYtC8Hk7bzZdUs1,River,0yb46jwm7gqbZXVXZQ8Z1e,Bishop Briggs,1TTxcgs3zEngN0EB56yXzY,216133,75,0.733,0.477,2,-6.737,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,3.602216666666666
3949,6fT7QIf55thVWCZyEnaHk0,Ass Like That,63XBtGSEZINSyXylZxEUbv,Victoria Monét,0xBFZmh78uSCcI475PqlVr,220207,53,0.664,0.691,7,-8.451,0.1939999999999999,0.0888,0.000592,0.174,0.637,80.001,3.6701166666666665
3952,6axvnGwB3rtoriGI1lPhTz,Chinese New Year,6vVztIuqdDHvYWxOEXCzjN,SALES,36EvrQUkP9yDwRYP8uRr3R,160000,59,0.7440000000000001,0.845,4,-7.422000000000001,0.253,0.759,0.2319999999999999,0.1,0.7490000000000001,75.221,2.6666666666666665
3953,6ZzDXVb1tqFH1b02OywsrK,Address It,0wHeZY93Ede0g1jXaWsiFS,LPB Poody,4utakUggJNdzrwHiwoJDS1,147017,0,0.884,0.631,10,-7.345,0.225,0.0116,0.0,0.0732,0.348,94.51,2.450283333333333
3962,5tkR9JkBj3Ueeo8W4k8IZD,Queen Tings,3ycxRkcZ67ALN3GQJ57Vig,Masego,2wqG59dVVQlJaxoO7N0LJt,188053,61,0.818,0.461,6,-6.475,0.292,0.598,0.000135,0.108,0.532,88.006,3.1342166666666667
3974,5LIleJbUUgtvYnBW9wfY1W,Na Na,2iojnBLj0qIMiKPvVhLnsH,Trey Songz,3pKTKC0AAe3yTcXQLzvpSW,231906,63,0.67,0.476,9,-6.252999999999999,0.0406,0.3279999999999999,0.0,0.104,0.235,96.975,3.8651
3976,0DdpxWfVvUGgkJv5536tiF,Sexy Can I feat. Yung Berg,6gbGGM0E8Q1hE511psqxL0,Ray J,6976UxfTkqcI4CjrY9z4KW,204040,2,0.575,0.684,1,-6.007000000000001,0.325,0.299,0.0,0.614,0.926,172.155,3.4006666666666665
3977,1NzRZ7AosK7ZDumMsZYofo,Just Friends,3JDG63cSaK3xgDnB2H55Xp,Audrey Mika,0J9VlRE4GIO7EDkYkIl8YL,168982,62,0.868,0.6559999999999999,7,-6.579,0.0351,0.0879,0.00316,0.14,0.7929999999999999,114.991,2.8163666666666667
3997,2Eb367lyxqaHt6sLNANyrr,Sin City,454dNdHX9g5srLyya64MaN,Chrishan,1NIipDbSj32TTkbXCDOUZn,212000,61,0.8859999999999999,0.225,4,-11.437,0.457,0.6759999999999999,0.0,0.0938,0.387,120.1,3.533333333333333
3999,7v96VvFLS0wSYT8kewNLRy,24 (feat. Lil Baby),3Rx4PJ7SP6unkOk5elPUK7,Money Man,5kaQQ0Z6RNMSqCRtM1lGn5,182857,75,0.868,0.638,2,-7.746,0.0736,0.146,0.0565,0.0931,0.4589999999999999,126.03,3.047616666666667
4005,3bwCMbwDZVtvJDnUTQIdCX,Beat It (feat. Chris Brown & Wiz Khalifa),6S0dmVVn4udvppDhZIWxCr,Sean Kingston,1fOIkbQO1zU1rO3GLIGJBH,253453,64,0.477,0.637,1,-5.386,0.109,0.00487,0.0,0.284,0.555,198.12,4.224216666666667
4007,25GlFJq5QNAXyVgJvCZ4Mf,Heart Don't Stand a Chance,3jK9MiCrA42lLAdMGUZpwa,Anderson .Paak,4VFG1DOuTeDMBjBLZT7hCK,312360,63,0.685,0.545,7,-6.189,0.061,0.173,1.44e-05,0.237,0.506,94.061,5.206
4016,2JbO1rep5Um3RAKB8szQrR,Barking,6ywXRaHY7m2DJ0dd7CsLAB,Ramz,5gHmCqjB4VVbYzaoxTokGA,204826,70,0.534,0.563,7,-7.845,0.312,0.181,0.0,0.0525,0.291,102.999,3.4137666666666666
4020,6SU296AJq3nNnVbJiWi5XV,Everytime Tha Beat Drop (feat. Dem Franchize Boyz) - R&B Edit with Rap,6nzxy2wXs6tLgzEtqOkEi2,Monica,0VsIRbbufNBRds4acfMUqX,198826,29,0.746,0.613,7,-8.277999999999999,0.215,0.0328,0.0,0.093,0.828,81.988,3.3137666666666665
4021,402gph4cuWcZ5gTvzuWwc1,Hit the Quan - Throw the Flag Version,3GsIlcwgQDJVjHD82mbA0Z,iLoveMemphis,3fiDZIrP7VOB1xNVeYPIpo,181080,41,0.747,0.486,8,-8.121,0.352,0.000176,0.0,0.0488,0.633,160.002,3.018
4024,2o9LAypwGH4ctV0i9boo6d,Come Around Me,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,63iWSELt9V1kV6RSMxN7Ii,200773,68,0.648,0.6809999999999999,2,-8.389,0.0378,0.263,0.00783,0.0971,0.767,157.941,3.346216666666667
4026,5h2nC1QYVpK0AJra70Ja3p,L.A.LOVE (la la) [feat. YG],3r17AfJCCUqC9Lf0OAc73G,Fergie,7Ff7he6c7fzyMhAakcoD2e,211512,69,0.509,0.482,7,-6.965,0.176,0.0186,0.0,0.238,0.301,101.042,3.5252
4033,4ywvnllm7kpaXDsa1VNNpY,Stereo Hearts (feat. Adam Levine),4IJczjB0fJ04gs4uvP0Fli,Gym Class Heroes,2gQZgqhCzkAZQ59Jv5V0Fq,210960,65,0.6459999999999999,0.795,9,-3.293,0.0976,0.0319,0.0,0.267,0.7959999999999999,89.99,3.516
4034,7m3ro0wxkm9W4ILPRXfIzm,I'm Crazy But You Like That,0NzM2Otx6eqCZZ1qkqkpdM,Ashley Price,16N3QgHcFnxcGR3Mqps0kz,146676,55,0.848,0.583,8,-6.42,0.0529,0.283,3.94e-05,0.371,0.7859999999999999,122.052,2.4446
4035,5gx2E5aIXMRBellPZW1up5,"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",7bXgB6jMjp9ATFy66eO08Z,Chris Brown,3zak0kNLcOY5vFcB3Ipskp,293434,66,0.82,0.696,7,-4.918,0.182,0.119,0.0,0.2319999999999999,0.617,144.981,4.8905666666666665
4036,52d63gGS5eH22Pv7EkfQ7F,Hoopla x Wap - TikTok Mashup,1dXyyDButMVteLKOOVqz6Z,Eduardo Luzquiños,5Fax3Mi9imAqfYVRn9Q34d,150089,7,0.93,0.5489999999999999,8,-11.931,0.281,0.0375,0.0,0.31,0.862,131.99,2.5014833333333333
4039,45gfjPv3n6Bisve1FRL5aE,Prrrum - Remix,00me4Ke1LsvMxt5kydlMyU,Cosculluela,2xewTv2y5yrMwA36X2Vxzs,255525,54,0.8490000000000001,0.774,1,-3.53,0.286,0.155,0.0,0.0677,0.7290000000000001,90.012,4.25875
4043,612k0JGUvwPwfXoldaEqs8,Silver Skies,7KC9q5wx0bxMD5ABgLCoEd,MANILA GREY,2wNYSXK9UBfBj5sGYOJpfT,182889,56,0.688,0.649,6,-7.406000000000001,0.0856,0.351,0.0,0.106,0.568,99.977,3.04815
4044,6Veb4V2EGtNYx98DiXFk3B,Confident Slowed - Remix,1dXyyDButMVteLKOOVqz6Z,Eduardo Luzquiños,4pfeETZrXpRIDslxkXFZ6E,208908,58,0.7659999999999999,0.499,10,-7.673999999999999,0.0817,0.0814,0.0,0.14,0.912,120.554,3.4818
4045,0Ryd8975WihbObpp5cPW1t,boyfriend (with Social House),66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,3zVB99XMdbP9HTVNg0GJwV,186106,77,0.4,0.795,10,-3.731,0.461,0.119,0.0,0.159,0.7020000000000001,190.097,3.101766666666667
4052,5hGSM1NIumwLgI0Y97X9xB,New Thang,3mH3OBKopDDVgnJcT5PrPk,Redfoo,4ZoXZAcycK6K704FR735Ax,226800,61,0.743,0.841,0,-5.189,0.0391,0.0156,0.0,0.133,0.8140000000000001,100.003,3.78
4055,7kcUQ4nQNXsyPleyUJOtED,Promiscuous motive tiktok,7EHnEv8TCCYrIbWuQvxxXK,trapwithjames,46ufElkklwxrJw3L5kMIJv,165743,23,0.732,0.632,9,-9.338,0.0685,0.087,0.0,0.397,0.486,96.681,2.762383333333333
4056,1fZDeyk9dliYJ6rTPbgYua,M o t i v e X P r o m i s c u o u s,76UDMWAgBkg69ZSmkuWmEK,SummerDrives,3xjF2QKV6W4Y8iu32jxqLM,161201,28,0.799,0.6409999999999999,10,-15.563,0.065,0.0148,0.0,0.3279999999999999,0.795,114.313,2.6866833333333333
4057,5CoCKQEQag5ldLXZhpJvfR,Motive x Promiscuous,3e0qnoBrNHH67wQrY7XbWn,tinguspingus,4yXNCZPv1H0pMbbBxCbBpt,193221,16,0.8059999999999999,0.789,11,-8.802,0.0457,0.00853,8.27e-05,0.37,0.7929999999999999,112.03,3.22035
4058,5EGPf0nqO7vEIwsOX6Er98,Obsessed,4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,0an7K6LfvYERpVviYMUFp0,242200,69,0.742,0.4679999999999999,10,-5.557,0.0625,0.0465,0.0,0.826,0.369,86.443,4.036666666666667
4059,75zfVlLDWtnRwuzwy7iHgQ,Motive X Promiscuous,4f5zdY3lMGvbERmZ8gvVQr,Aesth,035uocsdIAzjZfF66f1CHz,189272,36,0.795,0.695,10,-14.83,0.0501,0.0104,5.12e-06,0.364,0.836,114.3,3.154533333333333
4062,16XNk3bVCSHXN1rlwbXtHb,Birthday Sex,3KV3p5EY4AvKxOlhGHORLg,Jeremih,5pjw8w5tKfWgrKqsaaGBKx,226506,70,0.677,0.523,7,-5.603,0.0439,0.295,0.0,0.15,0.446,60.019,3.7751
4065,0Yq0ZdCcFAnHyYFMpyDXxd,Knock Knock,2SJhf6rTOU53g8yBdAjPby,SoFaygo,6Rnhsi6ZNd8HA0rR0g9up9,139781,71,0.595,0.621,1,-6.43,0.107,0.0545,0.0,0.34,0.64,83.92,2.3296833333333336
4071,4yVEpUXxYgBwfSOKGTFxv5,REEL IT IN (feat. Gucci Mane) - Remix,3Gm5F95VdRxW3mqCn8RPBJ,Aminé,7p1PyEULQVIXXLgObvB5NO,166960,56,0.779,0.355,10,-8.971,0.0789,0.0624,0.0,0.159,0.362,128.805,2.7826666666666666
4085,3Yt9lRtS5V4nbJnwcgFgvC,You Da One,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,1Kw1bVd07oRqcjrcjQKC8T,200013,67,0.7020000000000001,0.715,5,-5.377000000000001,0.0425,0.503,2.44e-05,0.126,0.863,127.05,3.33355
4086,2K0MskEf5lXMqtm7jbohWN,Na Na Na Boo Boo,1cNDP5yjU5vjeR8qMf4grg,YNW Melly,3xgqzRz9hiCCiD2TtvSRPM,199145,63,0.815,0.594,5,-6.311,0.0549,0.625,0.0,0.0784,0.774,134.982,3.3190833333333334
4087,7hICqTvF8m3qTwhb2TRv0z,Promiscuous Motive,3Tk1foMYTxY3UrltXs9tIY,Josiane Lessard,4ca5ocfUvFVOoOvq1iglev,517146,64,0.789,0.7959999999999999,10,-10.96,0.04,0.0317,0.003,0.261,0.7140000000000001,114.329,8.6191
